Gene	GSM1337304	GSM1337305	GSM1337306	GSM1337307	GSM1337308	GSM1337309	GSM1337310	GSM1337311	GSM1337312	GSM1337313	GSM1332201	GSM1332202	GSM1332203	GSM1332204	GSM1332205	GSM1332206	GSM1332207	GSM1332208	GSM1332209	GSM1332210	GSM1332211	GSM1332212	GSM1332213	GSM1332214	GSM1332215	GSM1332216	GSM1332217	GSM1332218	GSM1332219	GSM1332220	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633	GSM1337327	GSM1337328	GSM1337329	GSM1337330	GSM1337331	GSM1337332	GSM1337333	GSM1337334	GSM1337335	GSM1337336
SMC4	389.2983333	131.6983333	179.2983333	232.3983333	118.8983333	235.9983333	542.0983333	231.1983333	329.7983333	366.0983333	243.7033333	287.2033333	319.8033333	252.5033333	318.7033333	300.5033333	254.9033333	246.6033333	266.7033333	272.2033333	343.6033333	366.6033333	253.4033333	348.7033333	380.6033333	329.8033333	335.7033333	334.5033333	324.9033333	351.3033333	413.6983333	236.1983333	358.6983333	280.8983333	296.9983333	253.0983333	364.6983333	393.7983333	488.6983333	263.5983333	128.7983333	323.5983333	132.6983333	204.1983333	751.3983333	323.6983333
RBBP8	556.8444444	334.3444444	438.5444444	730.9444444	556.6444444	657.1444444	293.8444444	329.9444444	311.8444444	387.8444444	486.8644444	485.9644444	495.4644444	493.9644444	480.4644444	513.5644444	583.8644444	496.2644444	494.9644444	521.3644444	462.6644444	458.0644444	471.3644444	476.6644444	419.2644444	522.5644444	472.6644444	465.5644444	456.3644444	476.5644444	298.6911111	437.3911111	418.0911111	441.6911111	618.8911111	705.5911111	590.6444444	659.5444444	359.0444444	298.7444444	538.8444444	694.3444444	403.0444444	547.3444444	648.8444444	396.1444444
SLC22A18	255.3572222	245.2572222	64.45722222	133.4572222	86.55722222	150.9572222	327.9572222	250.3572222	260.2572222	357.4572222	285.0822222	236.0822222	338.6822222	343.0822222	249.7822222	241.6822222	202.3822222	281.6822222	310.6822222	259.5822222	302.1822222	353.7822222	323.9822222	299.9822222	401.2822222	292.6822222	363.9822222	354.7822222	402.1822222	374.9822222	318.3605556	276.8605556	492.4605556	297.0605556	303.8605556	176.9605556	373.9572222	438.8572222	564.8572222	572.6572222	171.3572222	313.9572222	453.6572222	439.4572222	267.4572222	490.2572222
DR1	563.7511111	299.3511111	282.9511111	656.5511111	631.9511111	554.2511111	432.2511111	347.1511111	405.9511111	297.3511111	551.4461111	508.8461111	427.1461111	429.7461111	452.4461111	488.4461111	480.2461111	403.0461111	455.8461111	459.7461111	517.6461111	538.2461111	483.8461111	466.3461111	460.1461111	486.2461111	502.1461111	499.6461111	488.4461111	464.0461111	556.5027778	346.7027778	530.1027778	336.5027778	613.0027778	486.3027778	405.1511111	258.5511111	729.3511111	687.3511111	498.2511111	587.4511111	479.9511111	457.0511111	694.4511111	294.6511111
CST7	200.7688889	-8.831111111	49.56888889	565.4688889	272.0688889	49.26888889	53.56888889	131.8688889	97.86888889	109.7688889	140.4438889	107.0438889	120.9438889	124.7438889	107.3438889	111.5438889	181.8438889	134.4438889	106.5438889	118.8438889	115.1438889	151.7438889	226.9438889	138.3438889	170.2438889	111.9438889	301.0438889	135.8438889	182.7438889	139.3438889	347.6872222	44.08722222	85.88722222	126.5872222	74.98722222	198.8872222	102.8688889	88.26888889	167.8688889	511.1688889	89.26888889	25.66888889	221.5688889	63.86888889	49.16888889	85.96888889
DAZAP1	524.0383333	350.9383333	459.4383333	715.1383333	605.0383333	210.8383333	235.5383333	226.6383333	344.0383333	303.9383333	292.6933333	266.0933333	265.2933333	354.3933333	376.4933333	246.3933333	380.1933333	387.4933333	380.1933333	306.0933333	297.1933333	256.7933333	301.7933333	244.2933333	282.0933333	245.5933333	262.5933333	254.0933333	272.6933333	292.8933333	360.7683333	278.0683333	318.7683333	327.6683333	225.7683333	278.5683333	174.2383333	176.8383333	224.6383333	226.7383333	160.1383333	194.9383333	141.8383333	263.8383333	172.8383333	253.7383333
ARHGEF2	327.3272222	438.3272222	336.0272222	383.4272222	251.7272222	705.4272222	582.4272222	663.1272222	636.2272222	636.5272222	379.2222222	385.7222222	417.9222222	394.3222222	455.5222222	420.9222222	496.3222222	499.9222222	459.1222222	444.3222222	380.5222222	440.5222222	421.2222222	398.7222222	385.2222222	402.3222222	464.4222222	399.9222222	421.0222222	505.1222222	370.1505556	381.1505556	569.2505556	414.4505556	527.2505556	309.4505556	435.7272222	285.8272222	324.2272222	277.5272222	319.8272222	354.0272222	191.9272222	413.5272222	393.8272222	615.3272222
ABCG1	186.7327778	244.6327778	265.8327778	417.8327778	188.8327778	69.13277778	193.9327778	255.3327778	222.1327778	76.33277778	230.0927778	235.1927778	236.3927778	223.4927778	346.6927778	297.1927778	368.9927778	300.7927778	278.3927778	319.5927778	249.4927778	265.3927778	259.5927778	227.5927778	218.8927778	220.5927778	310.4927778	364.5927778	276.6927778	325.9927778	343.3744444	198.8744444	214.2744444	133.9744444	449.6744444	326.6744444	296.6327778	340.2327778	179.6327778	515.2327778	265.1327778	270.9327778	668.9327778	511.9327778	172.2327778	214.5327778
TRRAP	338.0816667	368.3816667	260.2816667	316.7816667	183.0816667	145.8816667	244.0816667	357.9816667	340.8816667	261.8816667	307.5416667	352.4416667	329.5416667	326.4416667	377.4416667	290.8416667	303.8416667	324.4416667	360.1416667	351.4416667	398.0416667	401.8416667	422.5416667	357.1416667	367.1416667	334.3416667	420.6416667	343.7416667	442.5416667	387.4416667	347.4766667	301.4766667	466.0766667	407.1766667	380.4766667	257.1766667	626.9816667	717.1816667	265.0816667	390.5816667	369.1816667	311.2816667	215.7816667	503.4816667	686.6816667	295.9816667
PREB	369.0055556	385.7055556	182.8055556	355.5055556	542.1055556	761.2055556	470.3055556	411.1055556	398.6055556	758.2055556	537.4255556	437.7255556	412.6255556	463.3255556	504.5255556	440.6255556	558.5255556	461.7255556	469.8255556	458.3255556	479.6255556	462.9255556	411.8255556	440.4255556	466.1255556	398.1255556	474.3255556	449.8255556	446.9255556	469.9255556	662.5688889	430.2688889	493.3688889	416.9688889	316.4688889	453.7688889	478.7055556	449.6055556	401.5055556	496.7055556	291.1055556	755.6055556	420.3055556	456.1055556	317.0055556	543.5055556
YLPM1	809.4944444	726.1944444	743.0944444	518.5944444	829.6944444	512.7944444	432.2944444	583.2944444	669.4944444	397.1944444	521.6644444	576.6644444	652.8644444	667.1644444	713.1644444	637.7644444	632.7644444	592.1644444	602.5644444	694.5644444	745.4644444	617.7644444	522.7644444	570.3644444	585.9644444	623.5644444	582.3644444	621.7644444	625.8644444	627.2644444	601.4411111	650.4411111	603.8411111	592.7411111	619.4411111	656.4411111	739.7944444	717.5944444	660.0944444	454.8944444	579.2944444	636.6944444	352.9944444	819.2944444	829.0944444	402.5944444
CARHSP1	295.2172222	191.3172222	302.2172222	128.3172222	69.11722222	263.8172222	553.0172222	245.0172222	197.4172222	244.6172222	280.2622222	322.4622222	328.2622222	276.4622222	281.9622222	315.6622222	378.4622222	315.9622222	358.0622222	261.4622222	263.4622222	331.2622222	315.5622222	345.7622222	331.7622222	318.9622222	293.2622222	294.8622222	315.9622222	339.8622222	298.5205556	307.1205556	276.4205556	444.7205556	264.0205556	290.1205556	188.6172222	153.6172222	293.6172222	625.5172222	360.4172222	401.6172222	689.9172222	338.4172222	296.2172222	431.7172222
SFRP1	173.5783333	236.1783333	354.8783333	117.1783333	202.3783333	437.2783333	632.1783333	357.4783333	331.1783333	435.6783333	191.8283333	255.8283333	241.2283333	187.1283333	304.7283333	208.7283333	299.2283333	401.5283333	501.0283333	276.6283333	308.7283333	204.8283333	221.8283333	218.0283333	304.0283333	172.1283333	168.1283333	319.3283333	168.9283333	251.0283333	348.1933333	288.4933333	149.9933333	126.1933333	438.9933333	209.5933333	258.9783333	119.4783333	243.1783333	156.7783333	172.4783333	163.2783333	146.0783333	240.7783333	146.3783333	279.4783333
IL15	532.0972222	300.0972222	209.2972222	241.5972222	171.3972222	-17.50277778	84.39722222	256.9972222	232.3972222	153.0972222	247.0272222	240.7272222	220.5272222	216.7272222	262.4272222	225.7272222	255.5272222	230.0272222	227.2272222	246.6272222	268.1272222	265.5272222	278.6272222	329.1272222	267.3272222	332.6272222	317.3272222	260.7272222	255.0272222	237.8272222	293.3755556	194.5755556	213.8755556	180.9755556	161.2755556	511.3755556	311.8972222	540.3972222	122.7972222	378.0972222	120.5972222	262.8972222	450.6972222	280.8972222	116.4972222	436.1972222
SNTA1	271.97	216.97	304.37	134.37	146.47	723.87	352.97	389.07	390.67	351.87	262.92	315.12	361.02	311.92	369.22	290.02	289.72	416.52	423.22	384.22	283.82	287.12	266.42	327.12	289.72	317.62	318.92	286.82	332.42	320.32	309.91	337.71	582.81	241.61	232.11	232.11	288.47	111.87	290.77	356.77	597.97	231.67	413.27	343.77	215.97	321.07
AGAP1	305.5977778	292.6977778	125.7977778	309.7977778	352.6977778	203.3977778	667.6977778	424.9977778	398.1977778	400.7977778	292.0877778	311.5877778	334.8877778	357.3877778	385.7877778	412.0877778	283.2877778	368.0877778	361.0877778	370.7877778	327.9877778	304.3877778	320.1877778	367.1877778	302.5877778	324.0877778	313.1877778	304.7877778	322.6877778	361.7877778	81.31444444	368.6144444	376.5144444	529.9144444	506.4144444	155.0144444	251.4977778	240.4977778	349.9977778	194.1977778	480.5977778	561.3977778	142.4977778	330.7977778	412.3977778	280.3977778
ARHGAP5	475.9733333	377.9733333	578.8733333	481.8733333	814.4733333	381.9733333	299.2733333	224.0733333	368.1733333	334.6733333	340.3983333	421.2983333	491.6983333	486.4983333	429.8983333	484.2983333	369.6983333	378.6983333	423.2983333	397.0983333	391.0983333	499.2983333	310.9983333	384.2983333	483.0983333	307.5983333	448.0983333	380.2983333	439.6983333	490.1983333	470.0283333	287.0283333	482.0283333	395.0283333	560.1283333	313.0283333	411.3733333	715.3733333	418.8733333	187.4733333	382.8733333	360.2733333	343.0733333	371.5733333	447.6733333	381.6733333
HGH1	408.7311111	490.4311111	525.7311111	706.2311111	662.5311111	561.8311111	460.8311111	461.6311111	526.2311111	362.1311111	390.8161111	442.9161111	511.2161111	424.0161111	545.7161111	530.1161111	614.0161111	660.1161111	493.0161111	640.5161111	542.4161111	486.2161111	476.8161111	455.2161111	477.7161111	503.5161111	571.7161111	600.0161111	542.0161111	639.6161111	455.0527778	620.5527778	670.4527778	320.2527778	470.9527778	627.0527778	848.7311111	746.3311111	341.2311111	432.6311111	361.2311111	599.4311111	515.0311111	568.3311111	475.4311111	493.0311111
TSC1	639.9161111	694.4161111	645.5161111	408.6161111	414.2161111	196.6161111	453.5161111	596.7161111	606.2161111	584.6161111	438.0361111	456.4361111	527.7361111	404.6361111	459.8361111	484.6361111	364.4361111	405.5361111	447.2361111	410.3361111	511.0361111	442.6361111	473.5361111	471.1361111	435.9361111	426.6361111	492.0361111	437.7361111	442.5361111	468.5361111	333.9477778	463.4477778	446.0477778	485.1477778	513.2477778	458.3477778	488.8161111	423.5161111	303.0161111	331.2161111	317.8161111	262.8161111	231.5161111	311.4161111	391.6161111	698.5161111
MRPS17	354.955	402.455	481.055	830.655	663.955	333.355	279.155	160.055	181.955	393.655	455.98	427.68	395.28	390.78	400.88	385.38	454.28	417.58	381.88	412.78	449.78	435.78	426.08	410.38	426.78	459.48	437.18	410.08	440.38	404.88	388.465	448.665	461.165	317.265	468.765	442.665	413.455	372.355	268.155	498.155	561.755	472.355	651.955	381.855	386.755	335.255
NT5C2	483.3977778	160.4977778	210.4977778	682.4977778	626.6977778	453.7977778	125.7977778	241.9977778	194.5977778	327.6977778	418.6077778	316.6077778	313.2077778	301.4077778	349.1077778	341.5077778	330.2077778	373.6077778	332.7077778	318.4077778	245.3077778	282.6077778	363.6077778	286.5077778	294.5077778	262.3077778	251.3077778	319.1077778	299.9077778	257.0077778	276.9944444	379.3944444	238.7944444	124.5944444	481.7944444	375.6944444	246.1977778	379.0977778	301.8977778	228.4977778	192.8977778	257.4977778	229.7977778	360.1977778	252.1977778	301.7977778
GSS	374.1094444	291.4094444	139.7094444	127.3094444	186.6094444	233.7094444	404.3094444	181.0094444	330.2094444	267.0094444	347.1894444	323.0894444	330.1894444	383.8894444	311.7894444	273.8894444	326.0894444	373.5894444	340.2894444	380.5894444	372.1894444	369.8894444	393.2894444	383.9894444	375.7894444	351.8894444	378.8894444	405.8894444	383.6894444	367.5894444	419.3011111	348.3011111	320.4011111	338.7011111	328.0011111	397.4011111	487.3094444	560.6094444	399.7094444	668.1094444	274.3094444	568.4094444	596.2094444	500.1094444	391.0094444	192.5094444
HHEX	377.2177778	384.3177778	317.6177778	340.5177778	215.2177778	152.9177778	276.6177778	354.7177778	278.7177778	164.6177778	348.7177778	356.1177778	337.0177778	313.3177778	382.2177778	386.7177778	419.8177778	307.8177778	331.2177778	353.2177778	384.6177778	363.6177778	413.5177778	392.1177778	413.5177778	409.3177778	351.4177778	397.8177778	391.4177778	409.4177778	139.4644444	424.0644444	441.5644444	288.8644444	447.5644444	497.3644444	338.1177778	361.6177778	375.2177778	442.8177778	414.4177778	355.0177778	793.0177778	670.9177778	460.4177778	388.9177778
TF	70.48666667	59.58666667	759.0866667	51.68666667	106.8866667	69.88666667	31.68666667	75.68666667	76.98666667	79.88666667	90.47166667	79.37166667	122.6716667	95.97166667	133.6716667	67.87166667	111.8716667	60.97166667	58.17166667	162.8716667	99.47166667	83.37166667	154.3716667	120.4716667	102.7716667	88.87166667	95.47166667	61.47166667	64.37166667	108.2716667	74.44166667	139.7416667	61.94166667	196.4416667	-8.158333333	124.4416667	55.88666667	-16.91333333	153.9866667	105.2866667	102.9866667	1.186666667	73.18666667	29.98666667	0.286666667	75.08666667
RALGAPB	550.6466667	492.4466667	480.1466667	717.5466667	523.9466667	455.4466667	481.5466667	513.3466667	324.0466667	439.0466667	458.9466667	509.0466667	526.6466667	580.2466667	535.7466667	543.7466667	486.3466667	448.4466667	542.0466667	574.1466667	596.8466667	577.7466667	441.3466667	553.7466667	528.8466667	598.6466667	632.3466667	551.5466667	618.5466667	650.1466667	449.8066667	574.0066667	537.5066667	638.9066667	522.3066667	564.0066667	801.0466667	723.7466667	575.7466667	410.5466667	653.4466667	438.1466667	319.9466667	584.0466667	926.8466667	543.4466667
PTGES	197.7194444	299.7194444	270.4194444	138.7194444	325.1194444	235.8194444	210.3194444	200.1194444	257.7194444	671.7194444	229.8394444	360.6394444	205.6394444	233.5394444	237.3394444	202.8394444	296.3394444	209.0394444	212.3394444	233.3394444	255.2394444	318.5394444	316.0394444	267.1394444	330.3394444	334.5394444	312.1394444	233.3394444	274.9394444	301.3394444	190.8411111	199.4411111	238.4411111	225.0411111	362.4411111	393.1411111	218.7194444	194.3194444	309.2194444	172.6194444	143.7194444	614.1194444	157.6194444	119.8194444	142.7194444	484.2194444
TRIM2	225.3822222	166.1822222	290.2822222	-50.61777778	54.38222222	306.5822222	324.7822222	670.8822222	380.2822222	121.0822222	228.4222222	292.2222222	251.9222222	191.5222222	224.9222222	273.6222222	188.3222222	244.1222222	222.9222222	218.8222222	245.9222222	261.0222222	234.6222222	209.6222222	245.6222222	211.3222222	228.2222222	213.0222222	300.5222222	314.5222222	158.1955556	308.3955556	285.0955556	210.0955556	293.1955556	185.3955556	234.8822222	331.5822222	436.2822222	36.58222222	292.4822222	86.88222222	255.8822222	301.9822222	205.7822222	129.6822222
HSDL2	177.6994444	190.1994444	686.6994444	156.2994444	378.7994444	168.8994444	103.0994444	158.3994444	119.8994444	151.3994444	272.1094444	243.5094444	239.3094444	262.0094444	252.5094444	272.7094444	250.1094444	220.9094444	275.3094444	253.6094444	254.6094444	267.7094444	226.8094444	281.4094444	284.4094444	297.7094444	263.7094444	293.7094444	289.7094444	272.6094444	95.89111111	403.5911111	277.6911111	214.4911111	210.7911111	379.8911111	321.5994444	278.5994444	265.2994444	226.5994444	628.0994444	203.7994444	284.9994444	347.3994444	276.5994444	150.0994444
CYB561D2	116.63	442.23	228.73	187.63	230.83	285.53	377.23	349.03	391.03	703.03	386.5	357.2	304.8	404	337.3	296.6	362.2	345.2	406.9	416.5	413.4	413.8	384	428.4	390.5	385.2	456.1	423.5	434.8	372.5	361.17	399.87	419.57	274.97	442.57	417.67	469.03	420.73	223.93	481.63	282.53	503.33	611.63	605.23	269.83	539.63
ZNF710	240.0405556	195.4405556	35.34055556	280.7405556	-59.65944444	33.74055556	317.6405556	456.7405556	499.4405556	383.8405556	200.7355556	189.2355556	199.7355556	187.5355556	180.9355556	192.8355556	185.9355556	190.3355556	179.9355556	195.3355556	304.2355556	239.2355556	188.4355556	194.2355556	229.9355556	213.0355556	212.6355556	205.7355556	209.5355556	208.2355556	241.6238889	185.0238889	131.4238889	138.3238889	281.3238889	254.6238889	117.2405556	279.2405556	269.9405556	80.24055556	53.24055556	190.4405556	-45.45944444	170.7405556	186.5405556	422.3405556
REEP4	372.5444444	712.1444444	299.3444444	243.5444444	207.3444444	318.8444444	221.2444444	403.2444444	299.9444444	300.8444444	431.5194444	394.8194444	476.9194444	353.4194444	359.6194444	326.5194444	341.2194444	347.3194444	430.5194444	406.4194444	504.0194444	399.4194444	515.3194444	362.6194444	441.6194444	403.8194444	471.1194444	396.5194444	465.7194444	443.9194444	269.6361111	456.8361111	528.2361111	376.4361111	358.7361111	491.8361111	642.7444444	386.3444444	494.2444444	371.2444444	431.0444444	359.5444444	529.2444444	637.4444444	399.2444444	642.2444444
PDZRN4	170.1133333	67.31333333	116.4133333	113.1133333	153.8133333	258.3133333	92.81333333	99.21333333	87.31333333	65.51333333	148.5383333	151.1383333	178.3383333	149.3383333	160.1383333	217.7383333	132.0383333	164.1383333	210.5383333	403.0383333	222.0383333	222.0383333	208.0383333	165.6383333	318.5383333	183.0383333	207.8383333	272.4383333	211.9383333	194.4383333	482.5483333	72.14833333	24.44833333	186.2483333	305.9483333	164.9483333	204.9133333	207.1133333	540.4133333	463.4133333	270.6133333	143.5133333	199.3133333	331.4133333	311.5133333	224.8133333
SDR39U1	631.5727778	444.6727778	575.2727778	413.3727778	492.0727778	727.3727778	344.6727778	492.0727778	489.7727778	303.1727778	488.1477778	545.9477778	558.7477778	691.9477778	582.9477778	571.1477778	568.8477778	573.1477778	572.4477778	572.0477778	458.4477778	435.9477778	630.7477778	463.7477778	531.3477778	423.7477778	481.3477778	493.2477778	507.1477778	512.1477778	551.7794444	449.3794444	589.7794444	616.5794444	438.3794444	553.0794444	498.5727778	388.2727778	592.1727778	777.9727778	684.9727778	399.9727778	880.1727778	519.7727778	450.0727778	557.2727778
STK38	876.8422222	703.2422222	708.4422222	491.4422222	477.1422222	611.4422222	640.0422222	505.7422222	541.0422222	419.7422222	608.7022222	575.8022222	546.6022222	485.6022222	508.4022222	482.5022222	473.1022222	541.3022222	574.5022222	555.4022222	608.1022222	549.7022222	517.1022222	599.0022222	546.0022222	609.4022222	555.1022222	557.3022222	562.5022222	490.3022222	451.4555556	583.0555556	342.7555556	677.3555556	571.9555556	657.3555556	590.8422222	478.1422222	227.2422222	462.4422222	473.0422222	337.5422222	505.4422222	513.3422222	639.0422222	744.2422222
WDR37	555.6755556	523.9755556	389.6755556	548.8755556	235.0755556	181.6755556	532.4755556	604.9755556	549.7755556	579.3755556	455.4005556	518.2005556	480.8005556	498.2005556	517.4005556	549.2005556	451.9005556	564.2005556	533.0005556	517.2005556	481.1005556	534.4005556	537.5005556	496.9005556	490.9005556	459.1005556	494.8005556	540.8005556	524.9005556	588.9005556	495.1238889	455.2238889	452.3238889	482.3238889	649.9238889	535.5238889	543.3755556	421.2755556	477.8755556	449.8755556	494.7755556	763.7755556	320.9755556	610.9755556	577.6755556	872.6755556
CREB3	416.9188889	376.5188889	374.8188889	255.8188889	146.9188889	603.1188889	510.6188889	553.9188889	435.8188889	519.0188889	431.5088889	463.2088889	474.0088889	502.9088889	451.3088889	370.7088889	495.8088889	454.7088889	435.7088889	536.6088889	500.2088889	519.0088889	582.5088889	526.3088889	467.5088889	604.3088889	470.8088889	511.3088889	556.1088889	493.2088889	514.0722222	548.5722222	497.6722222	481.7722222	514.2722222	397.9722222	434.9188889	386.2188889	522.5188889	645.0188889	707.3188889	820.8188889	677.9188889	440.9188889	542.9188889	475.7188889
NUSAP1	411.7922222	442.2922222	-1.507777778	-14.90777778	128.5922222	74.29222222	332.0922222	157.8922222	214.5922222	418.6922222	178.4622222	195.1622222	198.1622222	175.6622222	186.3622222	232.9622222	198.5622222	233.5622222	189.5622222	226.7622222	249.8622222	244.4622222	204.3622222	228.7622222	217.0622222	220.7622222	238.1622222	217.8622222	240.9622222	229.7622222	185.3455556	204.0455556	239.0455556	248.4455556	174.6455556	240.6455556	120.0922222	594.4922222	158.4922222	103.1922222	58.49222222	311.1922222	73.29222222	259.1922222	147.1922222	317.7922222
SAMM50	195.3127778	351.9127778	405.2127778	57.51277778	200.4127778	538.4127778	342.1127778	382.6127778	396.7127778	259.3127778	423.7027778	377.7027778	378.6027778	367.8027778	313.1027778	375.9027778	306.4027778	327.5027778	325.7027778	352.3027778	364.3027778	367.9027778	440.8027778	388.1027778	364.9027778	401.9027778	365.1027778	348.6027778	422.1027778	354.9027778	320.2844444	350.2844444	303.1844444	387.6844444	449.2844444	399.4844444	250.5127778	284.2127778	418.3127778	529.6127778	800.3127778	494.6127778	532.7127778	304.7127778	345.8127778	277.0127778
CERK	524.9916667	555.8916667	368.0916667	364.1916667	297.5916667	268.4916667	512.4916667	511.7916667	512.7916667	457.7916667	433.4866667	442.8866667	388.5866667	443.8866667	471.1866667	462.4866667	397.1866667	490.5866667	498.4866667	413.6866667	499.9866667	500.4866667	618.1866667	537.3866667	445.0866667	484.2866667	525.7866667	483.9866667	570.7866667	530.9866667	387.7216667	454.7216667	421.2216667	613.1216667	507.6216667	507.4216667	605.0916667	598.3916667	298.4916667	500.7916667	890.2916667	472.8916667	420.9916667	377.3916667	729.3916667	371.5916667
IL18R1	308.245	-39.955	43.145	713.245	127.445	16.145	38.845	30.345	10.045	18.045	75.77	70.27	76.67	95.17	68.27	70.87	99.17	66.47	86.07	78.27	56.47	75.87	54.17	83.27	62.27	53.97	88.77	66.17	83.07	98.67	101.585	78.385	73.585	56.685	69.285	73.385	21.145	26.045	22.845	69.645	49.245	-13.855	4.945	30.245	24.545	9.345
ACACB	86.49166667	126.7916667	693.2916667	94.49166667	278.1916667	181.2916667	52.59166667	116.1916667	67.29166667	148.9916667	112.1366667	139.8366667	162.9366667	139.2366667	104.8366667	104.7366667	101.1366667	99.03666667	161.6366667	190.6366667	114.8366667	129.7366667	135.2366667	101.5366667	101.0366667	113.2366667	106.8366667	98.03666667	107.6366667	132.1366667	12.27166667	352.0716667	185.5716667	186.8716667	-45.22833333	45.37166667	44.19166667	65.19166667	43.49166667	53.49166667	55.29166667	41.59166667	65.39166667	56.89166667	52.19166667	133.0916667
SENP6	855.3405556	493.6405556	594.7405556	687.7405556	785.8405556	700.5405556	489.5405556	516.4405556	466.4405556	310.7405556	443.0555556	509.6555556	595.3555556	565.2555556	554.8555556	650.7555556	491.5555556	465.1555556	536.0555556	499.3555556	582.0555556	524.7555556	504.7555556	533.6555556	555.6555556	548.3555556	490.9555556	490.8555556	514.8555556	491.4555556	590.4038889	479.1038889	587.0038889	521.9038889	571.3038889	414.8038889	567.0405556	528.0405556	513.5405556	313.1405556	502.2405556	577.1405556	216.6405556	489.1405556	555.5405556	384.9405556
YRDC	320.7705556	234.6705556	233.2705556	782.8705556	429.3705556	199.4705556	91.07055556	40.17055556	72.77055556	200.6705556	236.4605556	205.5605556	206.1605556	259.0605556	252.1605556	190.5605556	208.4605556	274.4605556	215.1605556	206.5605556	188.3605556	171.9605556	237.1605556	194.9605556	159.6605556	176.7605556	202.0605556	206.9605556	184.6605556	186.5605556	182.7688889	230.3688889	188.9688889	141.8688889	244.0688889	261.0688889	210.4705556	138.6705556	128.4705556	203.9705556	116.8705556	106.1705556	224.9705556	181.5705556	132.2705556	115.1705556
HTATIP2	384.4744444	500.1744444	666.9744444	268.5744444	188.4744444	292.0744444	260.8744444	507.3744444	505.2744444	566.2744444	493.1694444	484.5694444	476.1694444	444.5694444	430.2694444	458.4694444	484.5694444	449.8694444	497.3694444	501.6694444	485.4694444	499.4694444	457.1694444	485.6694444	502.0694444	501.5694444	455.4694444	480.0694444	476.4694444	483.6694444	321.6561111	377.9561111	561.2561111	383.5561111	594.1561111	625.7561111	490.1744444	528.4744444	437.9744444	298.4744444	661.6744444	575.2744444	662.9744444	684.4744444	585.4744444	482.2744444
USP9X	473.4505556	542.1505556	650.5505556	386.6505556	644.5505556	710.0505556	532.3505556	737.8505556	659.7505556	645.8505556	514.9855556	596.4855556	564.3855556	612.4855556	538.2855556	626.4855556	531.7855556	527.8855556	564.3855556	607.4855556	715.1855556	673.9855556	599.5855556	633.5855556	630.4855556	652.8855556	664.0855556	707.6855556	644.5855556	638.8855556	604.2638889	508.1638889	578.0638889	494.5638889	659.5638889	829.0638889	724.5505556	649.6505556	606.3505556	402.4505556	535.3505556	636.2505556	382.8505556	622.1505556	706.6505556	996.1505556
CLINT1	352.3966667	335.0966667	371.2966667	672.5966667	656.8966667	806.4966667	668.1966667	457.3966667	597.5966667	621.5966667	717.4216667	552.2216667	551.7216667	471.7216667	564.5216667	480.7216667	591.0216667	503.0216667	548.1216667	555.3216667	596.3216667	606.4216667	584.7216667	588.3216667	600.5216667	594.1216667	541.4216667	536.5216667	530.1216667	605.3216667	646.5816667	512.1816667	597.7816667	612.7816667	542.7816667	483.7816667	597.7966667	488.4966667	634.1966667	555.4966667	428.4966667	800.7966667	263.2966667	653.1966667	683.3966667	674.8966667
POLR1C	306.2472222	249.9472222	166.6472222	920.0472222	343.2472222	423.2472222	318.7472222	299.2472222	261.0472222	401.6472222	380.7022222	304.8022222	276.2022222	289.2022222	329.0022222	280.0022222	297.1022222	312.0022222	279.7022222	343.7022222	377.1022222	314.8022222	296.2022222	332.3022222	336.6022222	335.8022222	299.0022222	304.2022222	322.4022222	364.5022222	303.6505556	395.1505556	386.2505556	222.2505556	300.7505556	304.5505556	314.7472222	123.4472222	227.0472222	343.6472222	235.8472222	361.0472222	236.8472222	315.8472222	208.3472222	318.4472222
FKBP14	295.2622222	161.8622222	77.16222222	345.9622222	568.1622222	184.2622222	345.6622222	174.0622222	244.0622222	222.5622222	313.7622222	220.1622222	230.9622222	347.5622222	259.1622222	231.8622222	251.9622222	297.6622222	228.3622222	252.3622222	383.4622222	339.2622222	369.7622222	377.1622222	337.0622222	246.0622222	223.0622222	247.6622222	283.3622222	272.1622222	276.9755556	186.9755556	129.2755556	574.2755556	280.1755556	266.1755556	469.4622222	280.9622222	323.1622222	285.7622222	152.4622222	456.8622222	230.3622222	241.7622222	529.6622222	123.3622222
MAML1	885.0272222	739.7272222	767.1272222	915.8272222	791.0272222	573.4272222	666.1272222	655.6272222	674.1272222	688.9272222	670.5522222	673.1522222	726.6522222	737.6522222	891.9522222	854.7522222	732.7522222	740.4522222	796.2522222	654.2522222	733.7522222	671.5522222	756.5522222	654.4522222	624.8522222	680.7522222	722.6522222	681.0522222	681.9522222	669.7522222	738.9205556	733.2205556	723.0205556	799.2205556	765.0205556	547.3205556	766.8272222	905.5272222	608.2272222	531.1272222	596.1272222	596.2272222	397.1272222	833.1272222	946.2272222	818.2272222
