Gene	GSM1337304	GSM1337305	GSM1337306	GSM1337307	GSM1337308	GSM1337309	GSM1337310	GSM1337311	GSM1337312	GSM1337313	GSM1332201	GSM1332202	GSM1332203	GSM1332204	GSM1332205	GSM1332206	GSM1332207	GSM1332208	GSM1332209	GSM1332210	GSM1332211	GSM1332212	GSM1332213	GSM1332214	GSM1332215	GSM1332216	GSM1332217	GSM1332218	GSM1332219	GSM1332220	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633	GSM1337327	GSM1337328	GSM1337329	GSM1337330	GSM1337331	GSM1337332	GSM1337333	GSM1337334	GSM1337335	GSM1337336
COL1A1	22348.80944	4912.009444	-873.5905556	-1280.690556	-125.8905556	95.40944444	23646.70944	15727.30944	12882.00944	5146.509444	5456.854444	5128.154444	5232.254444	5331.554444	5181.954444	5163.354444	5256.654444	9722.854444	5182.554444	5468.854444	14523.25444	7830.454444	5739.854444	10917.05444	6686.154444	7298.754444	9633.854444	7702.554444	7193.954444	7838.454444	8387.236111	6445.036111	7107.036111	12083.63611	8242.436111	481.4361111	4935.209444	3679.009444	5833.909444	6539.009444	2215.709444	7000.109444	1237.709444	7371.009444	15532.70944	5666.409444
HUWE1	21555.13889	28937.53889	25003.73889	17117.73889	15208.23889	23498.33889	24244.03889	17496.03889	18759.23889	19026.63889	16735.60389	15415.60389	23607.10389	15910.70389	12909.30389	16400.30389	11298.30389	16901.00389	12372.70389	12324.80389	16212.90389	16042.10389	17016.30389	18338.30389	17380.50389	17842.20389	16382.00389	12882.60389	11973.50389	15576.60389	14072.85722	14979.25722	17864.35722	15829.75722	15991.35722	15319.15722	8182.738889	7700.438889	14412.83889	11605.73889	7399.338889	9480.238889	11824.13889	8664.638889	6233.438889	17172.23889
FTL	16532.84389	31549.94389	18228.84389	14781.24389	11822.24389	17830.54389	23995.94389	20079.54389	20053.04389	25072.34389	17653.28389	16160.18389	18794.38389	15827.78389	13298.98389	13446.98389	15804.08389	14275.38389	12032.08389	12507.78389	18051.08389	16044.08389	18552.28389	18938.88389	18533.58389	20532.78389	16535.68389	12720.68389	11577.08389	16741.68389	15825.07222	15747.47222	17551.27222	15223.47222	15993.37222	15067.97222	9896.543889	9262.943889	13490.44389	12683.14389	8451.043889	10865.04389	12780.64389	10126.34389	7752.543889	22773.54389
COL1A2	20841.93389	16466.43389	2941.733889	4669.933889	5120.033889	9343.633889	24333.43389	17390.43389	20005.23389	16745.53389	12041.80889	8014.808889	8994.508889	10875.60889	7843.008889	10427.20889	7284.408889	12552.40889	8267.208889	9031.408889	17097.30889	13608.20889	14329.50889	19035.40889	16167.90889	14058.90889	13842.50889	11734.10889	11152.70889	13743.50889	12426.55722	11806.95722	12944.35722	13873.65722	12472.95722	8506.257222	7927.933889	9385.733889	12598.33389	10404.53389	5373.833889	9663.333889	8597.633889	9310.433889	10283.03389	18699.33389
MT2A	10679.09056	21575.69056	11078.19056	21969.99056	19252.69056	21888.49056	5350.690556	11753.99056	12658.79056	20723.09056	18861.57056	15178.77056	19870.17056	17189.57056	12456.27056	14625.77056	16088.57056	16510.07056	11677.77056	11711.97056	7405.270556	8982.670556	11306.97056	11588.77056	13611.77056	8966.570556	14332.47056	9635.770556	8103.070556	9667.270556	12113.73889	13257.33889	15660.83889	9704.738889	13223.33889	13371.33889	9240.990556	11745.49056	12706.79056	9329.590556	6011.690556	12404.99056	13031.99056	9936.090556	2350.390556	14082.39056
IGLC1	6596.377222	-251.1227778	1367.777222	-553.1227778	1848.777222	-565.3227778	1074.977222	1963.777222	964.4772222	546.5772222	2065.047222	2032.047222	2052.747222	2048.547222	2074.347222	2071.447222	2011.447222	2054.447222	2042.847222	2400.847222	2960.847222	2436.847222	4820.547222	2655.547222	11463.24722	2166.747222	7644.047222	6034.447222	4881.647222	11099.14722	13244.97556	2761.075556	-944.4244444	6095.375556	2958.775556	-1010.724444	9897.877222	2635.577222	17169.27722	18074.17722	3853.377222	-422.9227778	4175.777222	3317.777222	4088.077222	1234.677222
HBB	25537.83444	6030.134444	7580.334444	10221.33444	340.5344444	29.43444444	-801.8655556	9856.034444	7081.834444	5215.834444	5378.454444	5140.854444	5571.554444	5139.854444	7253.754444	5953.654444	8141.454444	5235.354444	5101.554444	5568.254444	5269.454444	5987.254444	5802.454444	6114.754444	8074.454444	6130.154444	5392.854444	5339.954444	6350.854444	7127.954444	4924.011111	11227.51111	556.9111111	10572.21111	10393.31111	-1651.488889	3715.234444	3924.834444	5883.534444	4633.534444	5291.634444	2152.834444	966.7344444	1750.434444	7895.234444	12769.43444
COL3A1	17604.24556	8786.145556	745.8455556	-1270.054444	1876.045556	8662.145556	19893.34556	16175.74556	17251.54556	15627.94556	8537.780556	6068.880556	6963.680556	6851.080556	5845.080556	5940.880556	6436.780556	10209.58056	6350.180556	6973.180556	13506.68056	11436.98056	9101.380556	15238.28056	11815.68056	11020.78056	13443.78056	11227.68056	9062.380556	11040.08056	9824.373889	8440.673889	9062.373889	11519.97389	10015.67389	7258.173889	7736.545556	7603.045556	9910.645556	8579.045556	4950.545556	8788.145556	5037.245556	7224.045556	9477.945556	12410.64556
APOD	504.2577778	2507.157778	22421.85778	1174.657778	2247.257778	13335.75778	917.7577778	1539.257778	1683.157778	4588.957778	1192.047778	3955.847778	9370.747778	1580.647778	5175.747778	9202.947778	10309.04778	4538.347778	6027.947778	5028.647778	1129.247778	1072.947778	1398.747778	1434.447778	1050.047778	1381.447778	1069.347778	1054.647778	1146.447778	1131.247778	2262.694444	8391.394444	777.7944444	5820.494444	1931.894444	1290.894444	713.3577778	96.65777778	3234.757778	1510.057778	4442.057778	1363.257778	3900.557778	664.4577778	285.3577778	1119.957778
DUSP1	10848.26	4297.86	13554.56	10384.96	13510.66	13515.26	653.96	12612.76	13850.16	14558.26	10003.245	7926.345	12132.145	8162.445	7186.545	9399.445	9910.845	10089.845	6739.945	6341.145	4671.245	5253.945	7352.645	7112.845	6095.845	4405.245	2586.345	4091.645	3199.945	2144.245	10015.195	4946.995	6717.095	4110.295	10711.195	3940.995	4574.66	6250.26	-650.84	3986.76	963.76	2377.36	1487.06	2249.56	4437.66	1342.96
MT1H	1594.051667	6794.551667	3887.251667	12382.45167	16049.15167	18907.45167	129.5516667	1609.451667	1732.651667	5925.251667	13169.66167	8290.561667	10716.46167	12254.26167	5485.761667	7684.261667	8803.361667	8090.461667	5525.961667	4520.461667	3027.061667	3421.961667	5039.561667	3698.561667	6358.061667	2918.861667	7865.961667	3951.161667	3050.261667	3354.061667	8018.786667	5350.486667	6443.886667	6194.986667	4497.786667	7662.086667	3761.751667	8758.151667	11419.25167	6522.851667	2585.951667	10221.35167	7166.151667	4442.951667	-1373.048333	4709.551667
MT1X	2022.772778	6154.772778	6280.472778	11028.77278	16971.77278	19271.57278	192.4727778	3090.372778	2803.372778	6787.172778	12096.60278	9637.102778	12770.70278	11261.60278	6106.602778	7460.002778	10867.30278	7053.702778	6629.802778	6050.002778	1463.702778	2062.602778	4121.602778	2829.202778	4723.202778	1665.402778	6089.702778	2575.802778	2403.302778	2121.202778	4519.024444	6038.124444	6635.224444	5847.724444	5094.324444	7862.324444	3722.672778	5322.972778	5290.272778	4379.272778	3809.172778	6368.972778	5978.872778	5113.172778	141.0727778	5259.172778
ACTB	18023.47	23377.77	14142.87	18764.47	13090.37	15487.17	23969.57	18276.47	19653.87	22110.67	14103.08	12350.68	15354.68	15324.88	12501.58	13625.28	15015.68	15845.48	12152.98	11786.48	14657.18	15153.98	14687.88	18081.38	15413.98	16170.78	16262.18	13022.98	11877.28	14467.58	14762.45	13981.85	14260.85	15671.05	13971.35	13709.25	7365.97	10392.47	12522.27	10247.57	6444.67	9887.57	9878.57	7146.37	7104.17	19969.67
FABP4	4150.337222	471.8372222	21516.83722	122.9372222	13247.13722	11795.63722	126.0372222	616.4372222	-316.1627778	6230.137222	4063.707222	4178.807222	4700.207222	5236.907222	5857.707222	4983.407222	5136.507222	5694.607222	4911.007222	6312.007222	4157.407222	4255.107222	7097.907222	5918.007222	5401.507222	5421.107222	4435.107222	3768.007222	4119.307222	4736.107222	2335.855556	7285.855556	6047.955556	6863.855556	2401.355556	5180.455556	4649.837222	646.5372222	3873.237222	7231.237222	9386.337222	-218.8627778	9652.837222	-172.3627778	632.6372222	6741.837222
MMP3	-2506.792778	232.6072222	-2302.792778	10196.20722	-1129.692778	-2491.092778	2915.107222	11572.10722	14271.00722	10847.40722	6590.432222	2829.732222	2976.832222	2933.932222	2816.132222	4063.632222	3868.132222	4179.332222	2782.632222	3087.232222	3228.032222	7498.632222	3405.432222	8492.432222	5776.132222	3088.632222	7866.032222	5579.532222	5853.932222	6339.732222	9565.860556	4172.260556	4153.360556	816.0605556	1696.160556	7573.260556	6945.207222	8555.307222	9196.407222	5696.807222	-2404.092778	7379.607222	6600.907222	7019.807222	-660.3927778	3322.907222
PLA2G2A	1011.978889	20569.07889	19601.87889	10734.47889	12006.77889	19294.87889	13501.37889	9266.078889	9373.378889	17746.37889	15998.20889	11762.20889	18256.40889	11856.10889	10345.70889	12205.20889	12788.10889	13290.30889	9480.708889	8430.408889	7285.908889	11356.80889	6367.708889	16066.80889	13776.50889	13763.60889	12364.00889	9927.708889	8681.708889	10446.40889	12373.31222	12310.41222	11975.81222	10018.61222	12021.01222	11636.01222	7902.678889	8808.878889	12927.37889	11169.57889	7907.578889	10775.37889	11423.47889	9049.678889	4623.778889	16755.87889
RPL41	17463.425	24221.925	22824.425	14155.025	11410.925	19218.125	17517.425	15876.325	16900.625	20100.025	18471.635	14274.835	20311.235	14346.435	12062.535	13953.635	14185.335	14090.435	11097.935	10797.935	14688.435	13831.035	15263.835	18086.535	15517.735	17231.535	13596.235	11801.935	11135.335	12782.235	15001.14	14256.24	15193.84	14141.94	14304.64	13360.24	7681.725	8489.725	13241.325	13689.825	10004.225	9229.525	12765.625	9758.325	6651.025	16327.225
THBS4	-2179.140556	4081.059444	599.6594444	4965.259444	731.6594444	11620.55944	16615.05944	13731.05944	15715.25944	4362.259444	7774.474444	8024.874444	8228.774444	7054.074444	6836.374444	6761.474444	6243.574444	7179.674444	6280.874444	6599.974444	10513.77444	11128.17444	9159.974444	9357.674444	12266.87444	8265.374444	10686.87444	9542.674444	9172.674444	9826.774444	9407.366111	11017.26611	9668.966111	7435.666111	8520.466111	5221.766111	10773.15944	11823.35944	10312.75944	10628.05944	10175.95944	7947.759444	6254.459444	10164.15944	8371.459444	14211.15944
CD74	8495.163333	9927.263333	-354.0366667	7827.363333	11985.46333	6346.663333	18025.26333	17374.96333	17196.36333	12967.06333	9153.023333	8379.523333	8522.223333	8467.923333	8960.123333	8667.723333	11198.12333	8408.523333	9137.523333	10876.82333	10495.42333	14182.12333	11352.02333	11755.72333	14192.12333	14935.82333	13645.92333	13344.42333	10456.12333	10005.02333	12431.71333	10478.21333	12132.51333	9828.613333	9120.213333	10849.61333	7741.263333	9696.363333	13959.46333	9854.963333	2692.563333	11896.46333	10026.16333	12136.06333	8231.063333	20110.36333
EEF1A1	18386.85444	20362.05444	21739.95444	15531.45444	11998.95444	20339.55444	20502.75444	16779.75444	18313.55444	20424.75444	19119.26444	14567.76444	20965.96444	15877.16444	12167.66444	13717.36444	15279.96444	15110.36444	11087.36444	11025.66444	15078.16444	14346.16444	10711.76444	19177.46444	16793.86444	17380.96444	15532.76444	12231.16444	11533.66444	14385.76444	14698.78111	15445.78111	15604.48111	14163.48111	14612.58111	14301.98111	8311.054444	10058.65444	13784.35444	12545.35444	9934.354444	8906.954444	12834.05444	9384.354444	8246.054444	17705.45444
FN1	12359.42	17997.82	15608.32	13335.92	10907.62	13898.32	17663.72	14149.22	16373.42	16844.02	13421.45	9313.05	15182.05	9970.95	8122.55	11648.85	10280.75	11814.95	8347.85	7627.95	10317.95	10937.55	13714.15	14277.45	12994.65	11240.85	12857.35	9142.85	7451.45	9936.95	11060.23	10760.03	11587.23	12024.63	9837.83	10310.53	4331.82	7062.62	8031.22	6771.12	3483.52	7007.62	8454.12	4948.72	3870.12	15502.92
FOS	3897.402778	-1005.197222	6178.602778	2468.102778	9545.302778	334.2027778	-587.5972222	13231.90278	14786.20278	8628.302778	8048.262778	4779.462778	8560.662778	3133.362778	4476.662778	6672.762778	7267.062778	3326.162778	4004.462778	3492.762778	3599.262778	3913.162778	4408.262778	6038.662778	4004.562778	1777.262778	834.0627778	1565.062778	1121.062778	569.3627778	6625.434444	1734.134444	3884.634444	1297.734444	9196.234444	1739.534444	7337.602778	5545.402778	-792.4972222	3050.502778	-673.4972222	-112.1972222	1174.302778	2274.502778	5884.502778	426.5027778
RPS23	16968.13611	25866.03611	23896.43611	16114.33611	13064.53611	18942.83611	18334.63611	11461.93611	13180.13611	12951.63611	16165.99111	13851.89111	16197.79111	13917.19111	11703.89111	14033.49111	13833.59111	14336.99111	11657.79111	11519.29111	15247.09111	13133.39111	13191.89111	15896.79111	13461.89111	15716.49111	13744.69111	11499.19111	11046.49111	12642.29111	12888.07278	14290.67278	15140.67278	13663.27278	12347.57278	13509.17278	8307.036111	7794.636111	12991.23611	12860.23611	9651.136111	8803.036111	13309.83611	7264.636111	7075.436111	13960.23611
HTRA1	5136.688889	18276.68889	5185.288889	11596.08889	4679.188889	15896.48889	11573.68889	14739.68889	17429.88889	18683.18889	10707.81389	9150.513889	9977.513889	10100.71389	8837.013889	9504.213889	9346.513889	10498.51389	8971.613889	8556.313889	11048.01389	11225.91389	10863.01389	13047.31389	14400.81389	13254.31389	16349.61389	11769.31389	10550.31389	10223.91389	9335.797222	11992.69722	13718.29722	9118.697222	8670.397222	12679.09722	13002.08889	12769.38889	10089.28889	4636.588889	3964.588889	10285.68889	6376.988889	10822.48889	6733.288889	16505.98889
S100A8	743.0455556	6083.245556	706.4455556	18489.84556	3154.045556	102.8455556	920.7455556	-315.5544444	-203.2544444	2851.945556	3697.475556	3051.475556	3229.175556	3752.275556	3905.875556	3506.275556	7419.075556	2977.475556	3684.875556	3697.175556	3653.975556	4495.875556	4546.175556	3645.275556	4980.975556	5485.375556	4910.975556	6736.875556	4074.875556	3318.375556	5945.978889	3744.278889	3714.778889	2640.178889	2027.478889	7358.278889	5941.045556	6624.645556	-323.0544444	2067.545556	-1745.954444	9247.145556	11638.04556	7547.045556	890.8455556	10349.24556
RPL37A	19708.92056	25222.02056	22355.12056	17132.92056	13878.22056	16762.22056	18035.92056	14773.32056	15663.42056	17150.22056	17515.91556	13183.31556	19219.91556	13770.51556	12111.01556	14443.01556	15590.41556	15387.81556	10985.31556	11223.11556	13789.51556	13481.81556	15649.91556	18004.11556	15463.11556	15126.41556	14871.61556	11891.91556	10479.01556	14138.81556	14690.96389	14055.86389	15327.26389	14191.56389	13685.86389	13946.46389	8199.420556	9962.320556	11306.12056	13081.62056	9415.720556	8694.720556	12732.22056	8732.220556	7660.720556	15859.22056
FOSB	2463.467222	-870.5327778	1027.267222	1152.667222	6048.167222	-770.7327778	-880.4327778	13225.66722	15657.66722	3875.367222	1084.982222	1205.082222	4137.182222	2899.082222	5516.882222	5667.982222	4976.582222	5656.682222	1818.482222	1604.882222	509.4822222	6.382222222	-151.5177778	484.7822222	-73.91777778	-234.5177778	-236.4177778	-162.8177778	-237.3177778	-236.6177778	1496.050556	1196.350556	1358.550556	1169.150556	3870.550556	1179.950556	-340.0327778	-542.5327778	-773.8327778	-717.1327778	-863.0327778	-823.7327778	-804.8327778	-781.7327778	-446.0327778	-600.3327778
TIMP1	3306.973333	11164.77333	1480.773333	8049.073333	5759.273333	4374.773333	15908.87333	12258.67333	14100.77333	15261.87333	9359.833333	7279.733333	7014.933333	7646.833333	6665.733333	6264.533333	8761.133333	9433.633333	7822.433333	6665.133333	13695.63333	12217.83333	10840.23333	12250.23333	14491.03333	9538.633333	14096.03333	11172.63333	8957.033333	8823.633333	10455.89333	10534.49333	10744.69333	7514.593333	9223.893333	9425.493333	9327.973333	10175.67333	10316.47333	10736.37333	4106.473333	10225.37333	7882.973333	10034.07333	8716.073333	19809.57333
GPX3	1327.877222	15773.27722	18661.77722	8577.477222	11017.37722	17448.07722	6094.777222	11490.97722	11292.17722	15156.97722	11816.47722	12575.57722	16017.27722	10691.77722	9094.877222	10991.07722	11509.17722	10753.47722	9580.577222	8452.277222	5444.377222	9538.877222	8863.277222	7904.677222	8228.177222	9315.977222	8099.177222	7139.277222	7646.877222	9531.977222	8794.245556	9828.345556	10971.84556	10750.74556	8179.945556	9433.445556	7432.677222	7774.877222	8740.077222	8215.977222	6600.277222	5661.577222	9626.477222	6355.177222	2479.377222	13467.97722
MT1HL1	2746.873333	8156.873333	7069.473333	5499.373333	7112.473333	17962.97333	-503.5266667	3066.873333	4152.773333	8280.473333	11544.79833	5359.098333	9639.198333	11898.89833	4478.998333	8050.898333	6614.798333	9622.798333	4909.498333	3680.798333	2561.298333	3921.798333	6553.798333	5325.498333	7489.298333	3243.998333	8609.198333	5340.798333	3719.098333	3773.998333	6374.928333	5425.328333	5641.828333	8178.328333	4826.728333	7454.428333	2210.173333	9956.973333	10432.57333	7005.273333	2347.673333	10793.57333	8575.173333	3205.173333	-80.32666667	8347.673333
VIM	15433.96833	19825.76833	17763.46833	11284.96833	9296.468333	17855.36833	20664.66833	14732.36833	16919.66833	16881.86833	11258.46333	12279.66333	18525.16333	12795.66333	11146.56333	13061.96333	12876.66333	13215.76333	10648.26333	9780.863333	11828.06333	11931.06333	13132.66333	15005.26333	13638.26333	14285.56333	13611.36333	11178.56333	9715.363333	12078.16333	12261.26833	13179.36833	13346.56833	12887.36833	12448.66833	11474.76833	6749.468333	6273.668333	12544.26833	9206.868333	8055.468333	10055.46833	9028.168333	7311.668333	6735.168333	15374.56833
RPS9	3295.599444	6976.799444	18096.89944	1038.299444	2149.399444	5894.399444	852.9994444	1584.899444	868.7994444	875.5994444	7765.744444	4684.944444	3801.744444	3663.444444	3020.144444	4588.044444	3988.844444	3781.944444	3871.144444	3327.844444	3612.444444	3448.744444	6802.044444	3612.644444	3382.444444	4035.144444	3169.344444	2891.144444	3384.744444	3340.244444	3181.356111	3562.656111	3228.356111	4296.456111	4503.156111	5279.856111	-160.0005556	1602.999444	3223.299444	12729.49944	3976.399444	2682.499444	12183.99944	1296.999444	561.8994444	441.4994444
IGLV1-44	1886.737222	262.4372222	1080.837222	31.73722222	744.7372222	42.53722222	962.2372222	1338.837222	674.9372222	655.9372222	1281.407222	1239.207222	1244.507222	1259.407222	1242.707222	1250.807222	1242.107222	1242.307222	1246.007222	1464.907222	1619.407222	1475.507222	1917.807222	1416.407222	6875.107222	1372.607222	2460.807222	2562.007222	2336.707222	9038.707222	12240.65556	888.8555556	-1084.344444	1659.355556	582.2555556	-1150.244444	3732.637222	930.6372222	11144.33722	14500.93722	1568.837222	185.4372222	1188.737222	1265.237222	1026.237222	564.4372222
HLA-DRB1	7884.622222	16282.32222	2636.822222	10852.92222	14518.92222	6313.722222	14773.02222	16033.92222	15743.32222	13195.32222	11306.27222	8282.072222	9004.172222	9237.472222	9270.372222	7875.772222	10281.07222	9017.672222	8928.772222	11714.97222	12459.57222	14735.97222	14283.97222	12348.67222	14569.67222	15454.27222	14055.67222	14166.57222	12427.27222	12429.17222	11705.30556	11418.80556	11850.70556	12967.70556	9568.205556	12044.10556	9245.622222	10795.82222	12893.82222	11624.52222	5763.322222	11115.52222	13886.22222	9821.422222	8224.222222	20244.02222
CRTAC1	-3064.271111	14033.82889	4202.928889	11128.32889	3987.628889	9651.728889	2714.328889	9377.728889	11678.32889	13523.42889	7606.933889	10915.93389	8727.233889	8373.133889	8391.333889	7617.233889	6698.733889	7130.733889	8169.333889	6231.833889	6366.233889	8314.333889	9036.633889	9237.033889	9727.633889	9314.133889	11087.13389	8207.433889	8037.733889	6975.333889	6394.237222	8982.437222	11725.53722	5529.937222	7780.937222	9436.737222	12751.42889	12033.62889	9436.628889	2196.228889	6877.528889	11417.42889	5854.928889	9265.828889	6125.028889	12973.42889
RNASE1	102.5966667	20354.29667	9188.096667	9490.296667	7530.996667	14106.39667	13239.19667	10337.69667	9788.396667	16754.79667	13190.17667	11390.87667	13212.87667	10561.87667	9069.176667	9040.576667	8556.676667	7833.576667	10891.57667	10109.47667	10794.47667	13435.77667	9409.676667	10286.37667	14741.47667	15729.17667	10791.97667	12012.47667	9835.476667	10794.77667	12216.92667	9585.126667	12480.02667	8749.326667	12046.42667	11428.72667	6943.696667	9290.296667	12123.29667	10126.99667	10259.79667	12026.89667	13264.19667	11173.89667	8470.396667	17116.29667
IER2	1377.552222	1979.352222	3543.052222	2903.252222	7044.152222	633.8522222	1442.152222	14400.95222	15925.95222	6512.752222	3962.767222	3115.467222	6489.167222	5913.267222	5825.867222	4221.967222	7470.667222	5366.267222	4726.467222	4256.967222	2309.267222	2429.667222	2827.367222	4870.367222	2796.767222	2128.167222	1666.767222	2046.667222	2206.767222	1780.267222	5337.980556	2667.480556	2430.580556	2166.180556	8300.880556	2020.180556	4596.052222	3754.752222	1113.652222	2908.952222	341.7522222	983.8522222	1870.352222	1727.252222	1723.252222	1628.052222
HMOX1	1129.349444	772.1494444	-1231.450556	12614.04944	13285.64944	-1298.450556	208.6494444	5020.249444	4833.049444	11152.34944	1832.254444	2101.754444	2130.254444	2044.054444	2249.554444	2369.754444	2228.954444	3856.854444	2331.254444	1989.254444	2189.554444	2482.354444	2023.154444	1884.654444	2070.754444	2149.254444	2313.154444	3008.454444	2226.654444	2214.654444	1777.796111	1272.296111	3261.496111	1145.696111	2644.696111	3606.996111	-465.3505556	681.7494444	-319.0505556	372.3494444	-1320.750556	62.94944444	-678.8505556	-452.1505556	-498.0505556	1828.149444
CLU	-1120.168889	9300.231111	4997.631111	6668.131111	6835.031111	7430.331111	5569.631111	10951.03111	11030.43111	11882.03111	11728.26111	6411.861111	10287.16111	6235.161111	5822.261111	5471.161111	5676.561111	7776.061111	6048.061111	5783.761111	8209.061111	10722.96111	11617.96111	10421.56111	12383.76111	9644.161111	12506.06111	8951.961111	7459.061111	7452.961111	8513.007778	9896.507778	10325.60778	7352.007778	6589.107778	8506.707778	8911.331111	13014.83111	12264.03111	6431.931111	4221.531111	10302.53111	8380.231111	8487.531111	7584.731111	17466.83111
RPL23A	10266.02556	17125.42556	16394.72556	13372.72556	8600.725556	14483.62556	14949.02556	13795.92556	13487.32556	18830.52556	14388.21056	11142.41056	16393.41056	11307.61056	9668.110556	12062.41056	11558.01056	13326.61056	8736.410556	8352.210556	11962.51056	11783.71056	13182.61056	16625.11056	13195.21056	11270.31056	11101.21056	8527.910556	7631.010556	10051.61056	12020.36389	10490.46389	11461.86389	12947.06389	10153.66389	12606.56389	5391.425556	9594.525556	10922.02556	10819.12556	9528.225556	7334.625556	11177.82556	6194.525556	6164.925556	13833.32556
RPLP0	18420.31278	15762.61278	19865.81278	14645.51278	12432.51278	18695.81278	14696.11278	12447.41278	13225.11278	16213.01278	15427.46778	11306.66778	18216.86778	14258.36778	10790.66778	11474.26778	13683.86778	12836.06778	10342.36778	9915.467778	12108.46778	12635.26778	16243.76778	16211.56778	14112.96778	15575.46778	11436.46778	10748.36778	10145.76778	11618.86778	12671.21944	12970.01944	13799.81944	13391.71944	12206.31944	12687.61944	7249.012778	10554.91278	14802.61278	11080.21278	7494.812778	10102.91278	12315.01278	7720.712778	7154.712778	14209.91278
DCN	9987.668333	20816.66833	16886.56833	10735.76833	9209.168333	17686.06833	12099.66833	12955.86833	11332.16833	13719.36833	15160.18833	12246.88833	16362.78833	10419.88833	9174.388333	10707.38833	11282.18833	11059.88833	9580.488333	9059.488333	10492.98833	10132.38833	6539.288333	14239.68833	11571.48833	13473.68833	12684.28833	8958.188333	8583.588333	9377.688333	10009.34333	11911.84333	10995.54333	12013.34333	11496.94333	9905.043333	7109.368333	7258.768333	10040.46833	9833.068333	8916.068333	7951.568333	10189.16833	6627.068333	6953.068333	10799.26833
COL6A2	10579.77667	6946.376667	2109.376667	10953.77667	5070.876667	8554.576667	20023.37667	8563.676667	8023.276667	9841.776667	5716.896667	8005.996667	7225.596667	6644.796667	7129.896667	5731.396667	7705.196667	11323.79667	8637.696667	7525.496667	9333.996667	6976.496667	6490.296667	8884.396667	6607.496667	7400.196667	9454.496667	7780.596667	7645.596667	7817.196667	8875.826667	8740.126667	8845.326667	9826.026667	7862.226667	2061.726667	5681.376667	5128.676667	11140.47667	4276.876667	4077.276667	8310.076667	1535.976667	5832.376667	10131.77667	7255.776667
RPS18	15964.13111	17794.73111	19509.03111	11390.83111	8355.531111	16321.73111	16668.73111	12396.93111	11744.83111	13695.63111	12541.86611	11083.26611	13979.26611	11272.66611	9825.066111	11005.86611	13451.96611	12313.26611	8751.666111	8784.766111	12187.66611	11712.16611	13846.06611	14124.96611	12207.06611	13624.26611	11311.36611	9836.766111	9134.166111	11408.56611	11423.40278	11287.20278	11807.50278	12259.30278	11324.30278	11619.10278	6114.931111	8233.331111	11168.13111	11019.33111	8293.031111	7591.131111	10328.63111	6151.031111	6149.531111	13511.53111
TXNIP	2350.867778	5435.367778	10102.66778	3001.867778	4892.867778	15434.56778	3585.667778	3782.467778	4664.667778	3574.467778	10547.76778	6871.067778	9513.467778	4671.167778	2412.867778	4032.167778	1887.467778	1178.367778	4504.267778	4274.367778	1937.067778	3287.967778	1498.067778	2688.867778	4703.167778	2883.767778	1684.467778	2427.267778	2557.767778	2704.567778	2584.164444	3660.264444	3191.464444	5745.364444	3129.064444	4569.464444	1234.567778	1484.667778	1057.167778	1320.367778	1947.967778	1816.867778	3620.467778	883.5677778	742.2677778	5332.567778
RPS10	15138.7	15197.2	23144.2	11418.5	10543.9	21154.3	16190	11522	10545.8	12480	13324.935	14063.635	15134.835	13761.235	11537.135	10854.035	13447.035	11911.035	11580.835	10835.235	12951.135	12726.035	13646.535	14596.935	12926.335	14634.135	11552.135	11252.135	11554.335	12942.635	12833.865	11918.065	12763.265	13109.465	12812.465	13132.565	7094.2	10482.4	14295.6	14597.6	8361.2	10082.8	14491.2	8987.3	7947.7	11557.7
GSN	1075.579444	10573.67944	17160.27944	4971.579444	10298.07944	14941.97944	9373.679444	9566.979444	8068.279444	4363.779444	8359.444444	10355.64444	16684.74444	9361.344444	7679.444444	7820.744444	6509.644444	8709.944444	8081.544444	8768.344444	6175.344444	6977.544444	9285.444444	8962.544444	7364.244444	11249.94444	6672.844444	5160.244444	6640.744444	6781.444444	7952.176111	9148.776111	10279.17611	8019.876111	7818.576111	7061.776111	8110.779444	6845.979444	9582.279444	6757.779444	10884.87944	7031.479444	7494.479444	8272.079444	5738.579444	6488.979444
CFD	-2233.161111	7789.938889	14284.33889	5732.938889	7571.238889	14857.03889	5393.738889	10375.43889	10842.83889	6765.138889	6707.738889	8678.438889	10517.93889	6732.638889	6806.638889	6561.138889	6813.638889	8065.938889	7223.438889	7449.238889	4820.938889	6567.738889	7883.738889	6939.738889	5908.938889	10070.23889	6072.738889	6214.838889	6012.238889	7644.838889	4890.722222	8887.122222	8158.322222	6480.322222	8126.422222	6564.922222	4192.038889	4614.538889	9109.838889	5679.638889	9214.638889	5460.338889	11164.93889	4434.938889	1546.338889	6896.038889
RPL7	16128.60833	15197.90833	22267.80833	14129.60833	13895.90833	17119.40833	12164.10833	10374.30833	12093.50833	11320.10833	8882.513333	11985.01333	17383.11333	12213.21333	11303.11333	12804.01333	14060.91333	12137.71333	10307.71333	9696.013333	11339.11333	12198.71333	9671.613333	13434.21333	13165.71333	13142.41333	12099.41333	10715.01333	10008.11333	11832.91333	12623.27833	11822.17833	13253.17833	11999.97833	10564.57833	11250.97833	6540.808333	7936.708333	11955.60833	12041.30833	7906.108333	8496.808333	12610.70833	8537.408333	7092.808333	10571.00833
